Chemical_ID,End_Point,BMD10_call
1316,ANY120,1
1316,ANY24,1
1316,AXIS,1
1316,BRN_,1
1316,CRAN,1
1316,DP24,1
1316,EDEM,1
1316,LTRK,0
1316,MO24,1
1316,MORT,1
1316,MUSC,0
1316,NC24,0
1316,NC__,0
1316,SKIN,0
1316,SM24,0
1316,TCHR,1
1316,TOT_MORT,1
1327,ALL_BUT_MORT,1
1327,ANY120,0
1327,ANY24,0
1327,AXIS,0
1327,BRN_,0
1327,CRAN,0
1327,DP24,1
1327,EDEM,1
1327,LTRK,1
1327,MO24,0
1327,MORT,0
1327,MUSC,0
1327,NC24,0
1327,NC__,0
1327,SKIN,0
1327,SM24,0
1327,TCHR,0
1327,TOT_MORT,0
1354,ALL_BUT_MORT,0
1354,ANY120,0
1354,ANY24,0
1354,AXIS,0
1354,BRN_,0
1354,CRAN,0
1354,DP24,1
1354,EDEM,0
1354,LTRK,0
1354,MO24,0
1354,MORT,1
1354,MUSC,0
1354,NC24,0
1354,NC__,0
1354,SKIN,0
1354,SM24,0
1354,TCHR,0
1354,TOT_MORT,0
1363,ALL_BUT_MORT,1
1363,ANY120,1
1363,ANY24,1
1363,AXIS,1
1363,BRN_,1
1363,CRAN,1
1363,DP24,1
1363,EDEM,0
1363,LTRK,1
1363,MO24,1
1363,MORT,1
1363,MUSC,1
1363,NC24,0
1363,NC__,0
1363,SKIN,0
1363,SM24,0
1363,TCHR,0
1363,TOT_MORT,1
1370,ALL_BUT_MORT,1
1370,ANY120,1
1370,ANY24,1
1370,AXIS,1
1370,BRN_,1
1370,CRAN,1
1370,DP24,0
1370,EDEM,1
1370,LTRK,0
1370,MO24,1
1370,MORT,0
1370,MUSC,0
1370,NC24,0
1370,NC__,0
1370,SKIN,0
1370,SM24,0
1370,TCHR,0
1370,TOT_MORT,1
1371,ALL_BUT_MORT,1
1371,ANY120,1
1371,ANY24,1
1371,AXIS,1
1371,BRN_,1
1371,CRAN,1
1371,DP24,1
1371,EDEM,1
1371,LTRK,1
1371,MO24,0
1371,MORT,0
1371,MUSC,0
1371,NC24,0
1371,NC__,0
1371,SKIN,0
1371,SM24,0
1371,TCHR,0
1371,TOT_MORT,0
1383,ALL_BUT_MORT,1
1383,ANY120,1
1383,ANY24,1
1383,AXIS,1
1383,BRN_,1
1383,CRAN,1
1383,DP24,1
1383,EDEM,1
1383,LTRK,1
1383,MO24,1
1383,MORT,1
1383,MUSC,1
1383,NC24,0
1383,NC__,1
1383,SKIN,0
1383,SM24,0
1383,TCHR,1
1383,TOT_MORT,1
1391,ALL_BUT_MORT,1
1391,ANY120,1
1391,ANY24,0
1391,AXIS,1
1391,BRN_,0
1391,CRAN,1
1391,DP24,0
1391,EDEM,1
1391,LTRK,1
1391,MO24,0
1391,MORT,0
1391,MUSC,0
1391,NC24,0
1391,NC__,0
1391,SKIN,0
1391,SM24,0
1391,TCHR,1
1391,TOT_MORT,0
1449,ALL_BUT_MORT,0
1449,ANY120,1
1449,ANY24,0
1449,AXIS,0
1449,BRN_,1
1449,CRAN,0
1449,DP24,0
1449,EDEM,0
1449,LTRK,0
1449,MO24,0
1449,MORT,1
1449,MUSC,0
1449,NC24,0
1449,NC__,0
1449,SKIN,0
1449,SM24,0
1449,TCHR,0
1449,TOT_MORT,1
1450,ALL_BUT_MORT,1
1450,ANY120,1
1450,ANY24,1
1450,AXIS,1
1450,BRN_,0
1450,CRAN,0
1450,DP24,0
1450,EDEM,0
1450,LTRK,1
1450,MO24,0
1450,MORT,1
1450,MUSC,0
1450,NC24,0
1450,NC__,0
1450,SKIN,0
1450,SM24,0
1450,TCHR,0
1450,TOT_MORT,1
1454,ALL_BUT_MORT,1
1454,ANY120,0
1454,ANY24,0
1454,AXIS,0
1454,BRN_,0
1454,CRAN,0
1454,DP24,1
1454,EDEM,0
1454,LTRK,0
1454,MO24,0
1454,MORT,0
1454,MUSC,0
1454,NC24,0
1454,NC__,0
1454,SKIN,0
1454,SM24,0
1454,TCHR,0
1454,TOT_MORT,0
1455,ALL_BUT_MORT,0
1455,ANY120,1
1455,ANY24,1
1455,AXIS,0
1455,BRN_,0
1455,CRAN,0
1455,DP24,1
1455,EDEM,0
1455,LTRK,0
1455,MO24,1
1455,MORT,1
1455,MUSC,0
1455,NC24,0
1455,NC__,0
1455,SKIN,0
1455,SM24,0
1455,TCHR,1
1455,TOT_MORT,1
1532,ALL_BUT_MORT,1
1532,ANY120,0
1532,ANY24,0
1532,AXIS,0
1532,BRN_,0
1532,CRAN,0
1532,DP24,1
1532,EDEM,0
1532,LTRK,0
1532,MO24,0
1532,MORT,0
1532,MUSC,0
1532,NC24,0
1532,NC__,0
1532,SKIN,0
1532,SM24,0
1532,TCHR,0
1532,TOT_MORT,0
1535,ALL_BUT_MORT,1
1535,ANY120,1
1535,ANY24,1
1535,AXIS,0
1535,BRN_,1
1535,CRAN,1
1535,DP24,1
1535,EDEM,1
1535,LTRK,0
1535,MO24,1
1535,MORT,1
1535,MUSC,0
1535,NC24,0
1535,NC__,0
1535,SKIN,1
1535,SM24,0
1535,TCHR,1
1535,TOT_MORT,1
1540,ALL_BUT_MORT,0
1540,ANY120,0
1540,ANY24,0
1540,AXIS,1
1540,BRN_,0
1540,CRAN,0
1540,DP24,0
1540,EDEM,0
1540,LTRK,1
1540,MO24,0
1540,MORT,0
1540,MUSC,1
1540,NC24,0
1540,NC__,0
1540,SKIN,1
1540,SM24,0
1540,TCHR,1
1540,TOT_MORT,0
1595,ALL_BUT_MORT,1
1595,ANY120,1
1595,ANY24,0
1595,AXIS,1
1595,BRN_,1
1595,CRAN,1
1595,DP24,0
1595,EDEM,1
1595,LTRK,1
1595,MO24,0
1595,MORT,1
1595,MUSC,0
1595,NC24,0
1595,NC__,0
1595,SKIN,0
1595,SM24,0
1595,TCHR,1
1595,TOT_MORT,0
1600,ALL_BUT_MORT,1
1600,ANY120,1
1600,ANY24,0
1600,AXIS,0
1600,BRN_,1
1600,CRAN,1
1600,DP24,1
1600,EDEM,0
1600,LTRK,1
1600,MO24,0
1600,MORT,0
1600,MUSC,0
1600,NC24,0
1600,NC__,0
1600,SKIN,0
1600,SM24,0
1600,TCHR,0
1600,TOT_MORT,0
1603,ALL_BUT_MORT,0
1603,ANY120,1
1603,ANY24,0
1603,AXIS,0
1603,BRN_,0
1603,CRAN,0
1603,DP24,0
1603,EDEM,0
1603,LTRK,0
1603,MO24,0
1603,MORT,1
1603,MUSC,0
1603,NC24,0
1603,NC__,0
1603,SKIN,0
1603,SM24,0
1603,TCHR,0
1603,TOT_MORT,1
1606,ALL_BUT_MORT,1
1606,ANY120,1
1606,ANY24,1
1606,AXIS,0
1606,BRN_,0
1606,CRAN,0
1606,DP24,1
1606,EDEM,0
1606,LTRK,0
1606,MO24,1
1606,MORT,1
1606,MUSC,0
1606,NC24,0
1606,NC__,0
1606,SKIN,0
1606,SM24,0
1606,TCHR,0
1606,TOT_MORT,1
1608,ALL_BUT_MORT,0
1608,ANY120,0
1608,ANY24,0
1608,AXIS,0
1608,BRN_,0
1608,CRAN,0
1608,DP24,1
1608,EDEM,0
1608,LTRK,1
1608,MO24,0
1608,MORT,0
1608,MUSC,1
1608,NC24,0
1608,NC__,1
1608,SKIN,1
1608,SM24,0
1608,TCHR,1
1608,TOT_MORT,0
1610,ALL_BUT_MORT,1
1610,ANY120,1
1610,ANY24,1
1610,AXIS,0
1610,BRN_,1
1610,CRAN,1
1610,DP24,1
1610,EDEM,1
1610,LTRK,1
1610,MO24,1
1610,MORT,1
1610,MUSC,0
1610,NC24,0
1610,NC__,0
1610,SKIN,0
1610,SM24,0
1610,TCHR,0
1610,TOT_MORT,1
1611,ALL_BUT_MORT,1
1611,ANY120,1
1611,ANY24,0
1611,AXIS,0
1611,BRN_,1
1611,CRAN,1
1611,DP24,0
1611,EDEM,1
1611,LTRK,1
1611,MO24,0
1611,MORT,0
1611,MUSC,0
1611,NC24,0
1611,NC__,1
1611,SKIN,0
1611,SM24,0
1611,TCHR,0
1611,TOT_MORT,0
1612,ALL_BUT_MORT,0
1612,ANY120,1
1612,ANY24,0
1612,AXIS,0
1612,BRN_,0
1612,CRAN,0
1612,DP24,0
1612,EDEM,0
1612,LTRK,0
1612,MO24,1
1612,MORT,1
1612,MUSC,0
1612,NC24,0
1612,NC__,0
1612,SKIN,0
1612,SM24,0
1612,TCHR,0
1612,TOT_MORT,1
1613,ALL_BUT_MORT,1
1613,ANY120,1
1613,ANY24,0
1613,AXIS,1
1613,BRN_,1
1613,CRAN,1
1613,DP24,0
1613,EDEM,1
1613,LTRK,1
1613,MO24,0
1613,MORT,1
1613,MUSC,1
1613,NC24,0
1613,NC__,0
1613,SKIN,0
1613,SM24,0
1613,TCHR,1
1613,TOT_MORT,0
1614,ALL_BUT_MORT,1
1614,ANY120,1
1614,ANY24,1
1614,AXIS,1
1614,BRN_,1
1614,CRAN,1
1614,DP24,1
1614,EDEM,1
1614,LTRK,1
1614,MO24,1
1614,MORT,1
1614,MUSC,0
1614,NC24,0
1614,NC__,0
1614,SKIN,0
1614,SM24,0
1614,TCHR,1
1614,TOT_MORT,1
1615,ALL_BUT_MORT,0
1615,ANY120,0
1615,ANY24,0
1615,AXIS,0
1615,BRN_,0
1615,CRAN,0
1615,DP24,0
1615,EDEM,0
1615,LTRK,0
1615,MO24,1
1615,MORT,0
1615,MUSC,0
1615,NC24,0
1615,NC__,0
1615,SKIN,0
1615,SM24,0
1615,TCHR,0
1615,TOT_MORT,0
1616,ALL_BUT_MORT,1
1616,ANY120,1
1616,ANY24,1
1616,AXIS,1
1616,BRN_,1
1616,CRAN,1
1616,DP24,1
1616,EDEM,1
1616,LTRK,1
1616,MO24,1
1616,MORT,1
1616,MUSC,0
1616,NC24,0
1616,NC__,0
1616,SKIN,0
1616,SM24,0
1616,TCHR,1
1616,TOT_MORT,1
1617,ALL_BUT_MORT,1
1617,ANY120,1
1617,ANY24,0
1617,AXIS,0
1617,BRN_,1
1617,CRAN,0
1617,DP24,0
1617,EDEM,0
1617,LTRK,1
1617,MO24,0
1617,MORT,0
1617,MUSC,0
1617,NC24,0
1617,NC__,0
1617,SKIN,1
1617,SM24,0
1617,TCHR,0
1617,TOT_MORT,0
1618,ALL_BUT_MORT,0
1618,ANY120,0
1618,ANY24,0
1618,AXIS,0
1618,BRN_,0
1618,CRAN,0
1618,DP24,0
1618,EDEM,0
1618,LTRK,0
1618,MO24,0
1618,MORT,0
1618,MUSC,0
1618,NC24,0
1618,NC__,0
1618,SKIN,0
1618,SM24,0
1618,TCHR,0
1618,TOT_MORT,0
1619,ALL_BUT_MORT,0
1619,ANY120,1
1619,ANY24,0
1619,AXIS,0
1619,BRN_,0
1619,CRAN,0
1619,DP24,0
1619,EDEM,0
1619,LTRK,0
1619,MO24,1
1619,MORT,1
1619,MUSC,0
1619,NC24,0
1619,NC__,0
1619,SKIN,0
1619,SM24,0
1619,TCHR,0
1619,TOT_MORT,1
1620,ALL_BUT_MORT,1
1620,ANY120,1
1620,ANY24,0
1620,AXIS,0
1620,BRN_,1
1620,CRAN,1
1620,DP24,0
1620,EDEM,1
1620,LTRK,1
1620,MO24,0
1620,MORT,1
1620,MUSC,0
1620,NC24,0
1620,NC__,0
1620,SKIN,0
1620,SM24,0
1620,TCHR,1
1620,TOT_MORT,1
1627,ALL_BUT_MORT,1
1627,ANY120,1
1627,ANY24,1
1627,AXIS,1
1627,BRN_,0
1627,CRAN,0
1627,DP24,1
1627,EDEM,0
1627,LTRK,0
1627,MO24,0
1627,MORT,1
1627,MUSC,0
1627,NC24,0
1627,NC__,0
1627,SKIN,0
1627,SM24,0
1627,TCHR,0
1627,TOT_MORT,1
1629,ALL_BUT_MORT,1
1629,ANY120,1
1629,ANY24,1
1629,AXIS,1
1629,BRN_,1
1629,CRAN,1
1629,DP24,0
1629,EDEM,1
1629,LTRK,1
1629,MO24,1
1629,MORT,1
1629,MUSC,1
1629,NC24,0
1629,NC__,0
1629,SKIN,0
1629,SM24,0
1629,TCHR,1
1629,TOT_MORT,1
1631,ALL_BUT_MORT,0
1631,ANY120,0
1631,ANY24,1
1631,AXIS,0
1631,BRN_,0
1631,CRAN,0
1631,DP24,1
1631,EDEM,0
1631,LTRK,0
1631,MO24,0
1631,MORT,1
1631,MUSC,0
1631,NC24,0
1631,NC__,0
1631,SKIN,0
1631,SM24,0
1631,TCHR,0
1631,TOT_MORT,1
1651,ALL_BUT_MORT,0
1651,ANY120,1
1651,ANY24,1
1651,AXIS,0
1651,BRN_,0
1651,CRAN,0
1651,DP24,0
1651,EDEM,1
1651,LTRK,0
1651,MO24,1
1651,MORT,1
1651,MUSC,0
1651,NC24,0
1651,NC__,0
1651,SKIN,0
1651,SM24,0
1651,TCHR,0
1651,TOT_MORT,1
1664,ALL_BUT_MORT,0
1664,ANY120,0
1664,ANY24,0
1664,AXIS,1
1664,BRN_,1
1664,CRAN,0
1664,DP24,1
1664,EDEM,0
1664,LTRK,1
1664,MO24,0
1664,MORT,0
1664,MUSC,0
1664,NC24,0
1664,NC__,0
1664,SKIN,0
1664,SM24,0
1664,TCHR,1
1664,TOT_MORT,0
1666,ALL_BUT_MORT,1
1666,ANY120,1
1666,ANY24,1
1666,AXIS,1
1666,BRN_,1
1666,CRAN,1
1666,DP24,1
1666,EDEM,1
1666,LTRK,1
1666,MO24,1
1666,MORT,0
1666,MUSC,1
1666,NC24,0
1666,NC__,1
1666,SKIN,1
1666,SM24,0
1666,TCHR,0
1666,TOT_MORT,0
1670,ALL_BUT_MORT,0
1670,ANY120,0
1670,ANY24,0
1670,AXIS,0
1670,BRN_,0
1670,CRAN,0
1670,DP24,0
1670,EDEM,0
1670,LTRK,0
1670,MO24,0
1670,MORT,1
1670,MUSC,0
1670,NC24,0
1670,NC__,0
1670,SKIN,0
1670,SM24,0
1670,TCHR,0
1670,TOT_MORT,1
1677,ALL_BUT_MORT,1
1677,ANY120,1
1677,ANY24,0
1677,AXIS,1
1677,BRN_,1
1677,CRAN,1
1677,DP24,1
1677,EDEM,1
1677,LTRK,1
1677,MO24,0
1677,MORT,0
1677,MUSC,1
1677,NC24,0
1677,NC__,0
1677,SKIN,1
1677,SM24,0
1677,TCHR,1
1677,TOT_MORT,0
1689,ALL_BUT_MORT,1
1689,ANY120,1
1689,ANY24,1
1689,AXIS,1
1689,BRN_,1
1689,CRAN,1
1689,DP24,1
1689,EDEM,1
1689,LTRK,1
1689,MO24,1
1689,MORT,1
1689,MUSC,1
1689,NC24,0
1689,NC__,1
1689,SKIN,0
1689,SM24,0
1689,TCHR,1
1689,TOT_MORT,1
1694,ALL_BUT_MORT,0
1694,ANY120,0
1694,ANY24,0
1694,AXIS,0
1694,BRN_,1
1694,CRAN,0
1694,DP24,0
1694,EDEM,0
1694,LTRK,0
1694,MO24,0
1694,MORT,0
1694,MUSC,1
1694,NC24,0
1694,NC__,0
1694,SKIN,0
1694,SM24,0
1694,TCHR,1
1694,TOT_MORT,0
1704,ALL_BUT_MORT,0
1704,ANY120,0
1704,ANY24,0
1704,AXIS,0
1704,BRN_,0
1704,CRAN,0
1704,DP24,0
1704,EDEM,0
1704,LTRK,0
1704,MO24,0
1704,MORT,1
1704,MUSC,0
1704,NC24,0
1704,NC__,0
1704,SKIN,0
1704,SM24,0
1704,TCHR,0
1704,TOT_MORT,1
1706,ALL_BUT_MORT,1
1706,ANY120,0
1706,ANY24,0
1706,AXIS,1
1706,BRN_,1
1706,CRAN,1
1706,DP24,0
1706,EDEM,1
1706,LTRK,0
1706,MO24,0
1706,MORT,0
1706,MUSC,1
1706,NC24,0
1706,NC__,0
1706,SKIN,0
1706,SM24,0
1706,TCHR,0
1706,TOT_MORT,0
1762,ALL_BUT_MORT,0
1762,ANY120,0
1762,ANY24,0
1762,AXIS,0
1762,BRN_,0
1762,CRAN,1
1762,DP24,0
1762,EDEM,0
1762,LTRK,0
1762,MO24,0
1762,MORT,0
1762,MUSC,0
1762,NC24,0
1762,NC__,0
1762,SKIN,0
1762,SM24,0
1762,TCHR,0
1762,TOT_MORT,0
1764,ALL_BUT_MORT,1
1764,ANY120,1
1764,ANY24,1
1764,AXIS,1
1764,BRN_,1
1764,CRAN,1
1764,DP24,1
1764,EDEM,1
1764,LTRK,1
1764,MO24,1
1764,MORT,1
1764,MUSC,1
1764,NC24,0
1764,NC__,0
1764,SKIN,0
1764,SM24,1
1764,TCHR,1
1764,TOT_MORT,1
1770,ALL_BUT_MORT,1
1770,ANY120,1
1770,ANY24,1
1770,AXIS,1
1770,BRN_,1
1770,CRAN,1
1770,DP24,0
1770,EDEM,1
1770,LTRK,1
1770,MO24,1
1770,MORT,1
1770,MUSC,0
1770,NC24,0
1770,NC__,0
1770,SKIN,0
1770,SM24,0
1770,TCHR,0
1770,TOT_MORT,1
1771,ALL_BUT_MORT,1
1771,ANY120,1
1771,ANY24,1
1771,AXIS,1
1771,BRN_,0
1771,CRAN,1
1771,DP24,0
1771,EDEM,1
1771,LTRK,1
1771,MO24,1
1771,MORT,1
1771,MUSC,0
1771,NC24,0
1771,NC__,0
1771,SKIN,0
1771,SM24,0
1771,TCHR,0
1771,TOT_MORT,1
1790,ALL_BUT_MORT,0
1790,ANY120,1
1790,ANY24,1
1790,AXIS,0
1790,BRN_,0
1790,CRAN,0
1790,DP24,0
1790,EDEM,0
1790,LTRK,0
1790,MO24,1
1790,MORT,1
1790,MUSC,0
1790,NC24,0
1790,NC__,0
1790,SKIN,0
1790,SM24,0
1790,TCHR,0
1790,TOT_MORT,1
1796,ALL_BUT_MORT,1
1796,ANY120,0
1796,ANY24,1
1796,AXIS,0
1796,BRN_,0
1796,CRAN,0
1796,DP24,1
1796,EDEM,0
1796,LTRK,0
1796,MO24,0
1796,MORT,0
1796,MUSC,0
1796,NC24,0
1796,NC__,0
1796,SKIN,0
1796,SM24,0
1796,TCHR,1
1796,TOT_MORT,0
1807,ALL_BUT_MORT,1
1807,ANY120,0
1807,ANY24,1
1807,AXIS,1
1807,BRN_,1
1807,CRAN,1
1807,DP24,1
1807,EDEM,1
1807,LTRK,1
1807,MO24,0
1807,MORT,0
1807,MUSC,1
1807,NC24,0
1807,NC__,0
1807,SKIN,0
1807,SM24,0
1807,TCHR,1
1807,TOT_MORT,0
1808,ALL_BUT_MORT,1
1808,ANY120,1
1808,ANY24,0
1808,AXIS,1
1808,BRN_,0
1808,CRAN,1
1808,DP24,0
1808,EDEM,1
1808,LTRK,1
1808,MO24,0
1808,MORT,0
1808,MUSC,0
1808,NC24,0
1808,NC__,0
1808,SKIN,0
1808,SM24,0
1808,TCHR,1
1808,TOT_MORT,0
1809,ALL_BUT_MORT,1
1809,ANY120,0
1809,ANY24,1
1809,AXIS,0
1809,BRN_,0
1809,CRAN,0
1809,DP24,1
1809,EDEM,0
1809,LTRK,0
1809,MO24,0
1809,MORT,0
1809,MUSC,0
1809,NC24,0
1809,NC__,0
1809,SKIN,0
1809,SM24,0
1809,TCHR,0
1809,TOT_MORT,0
1816,ALL_BUT_MORT,1
1816,ANY120,1
1816,ANY24,1
1816,AXIS,1
1816,BRN_,1
1816,CRAN,1
1816,DP24,0
1816,EDEM,1
1816,LTRK,1
1816,MO24,1
1816,MORT,0
1816,MUSC,0
1816,NC24,0
1816,NC__,1
1816,SKIN,0
1816,SM24,0
1816,TCHR,0
1816,TOT_MORT,0
1827,ALL_BUT_MORT,0
1827,ANY120,0
1827,ANY24,1
1827,AXIS,0
1827,BRN_,0
1827,CRAN,0
1827,DP24,0
1827,EDEM,0
1827,LTRK,0
1827,MO24,1
1827,MORT,1
1827,MUSC,0
1827,NC24,0
1827,NC__,0
1827,SKIN,0
1827,SM24,0
1827,TCHR,0
1827,TOT_MORT,1
1845,ALL_BUT_MORT,1
1845,ANY120,1
1845,ANY24,1
1845,AXIS,0
1845,BRN_,0
1845,CRAN,1
1845,DP24,1
1845,EDEM,1
1845,LTRK,0
1845,MO24,0
1845,MORT,0
1845,MUSC,1
1845,NC24,0
1845,NC__,0
1845,SKIN,0
1845,SM24,0
1845,TCHR,0
1845,TOT_MORT,0
1846,ALL_BUT_MORT,1
1846,ANY120,1
1846,ANY24,1
1846,AXIS,1
1846,BRN_,1
1846,CRAN,0
1846,DP24,1
1846,EDEM,0
1846,LTRK,1
1846,MO24,1
1846,MORT,1
1846,MUSC,1
1846,NC24,0
1846,NC__,0
1846,SKIN,1
1846,SM24,0
1846,TCHR,1
1846,TOT_MORT,1
1853,ALL_BUT_MORT,1
1853,ANY120,0
1853,ANY24,0
1853,AXIS,1
1853,BRN_,1
1853,CRAN,1
1853,DP24,0
1853,EDEM,1
1853,LTRK,1
1853,MO24,0
1853,MORT,0
1853,MUSC,1
1853,NC24,0
1853,NC__,0
1853,SKIN,1
1853,SM24,0
1853,TCHR,1
1853,TOT_MORT,0
1854,ALL_BUT_MORT,0
1854,ANY120,1
1854,ANY24,1
1854,AXIS,0
1854,BRN_,0
1854,CRAN,0
1854,DP24,0
1854,EDEM,0
1854,LTRK,0
1854,MO24,1
1854,MORT,1
1854,MUSC,0
1854,NC24,0
1854,NC__,1
1854,SKIN,1
1854,SM24,0
1854,TCHR,1
1854,TOT_MORT,1
1855,ALL_BUT_MORT,1
1855,ANY120,1
1855,ANY24,1
1855,AXIS,1
1855,BRN_,0
1855,CRAN,0
1855,DP24,1
1855,EDEM,0
1855,LTRK,1
1855,MO24,0
1855,MORT,1
1855,MUSC,1
1855,NC24,1
1855,NC__,1
1855,SKIN,0
1855,SM24,0
1855,TCHR,1
1855,TOT_MORT,1
1861,ALL_BUT_MORT,1
1861,ANY120,1
1861,ANY24,1
1861,AXIS,0
1861,BRN_,1
1861,CRAN,1
1861,DP24,1
1861,EDEM,1
1861,LTRK,1
1861,MO24,1
1861,MORT,1
1861,MUSC,1
1861,NC24,0
1861,NC__,1
1861,SKIN,1
1861,SM24,0
1861,TCHR,1
1861,TOT_MORT,1
1890,ALL_BUT_MORT,1
1890,ANY120,1
1890,ANY24,1
1890,AXIS,1
1890,BRN_,0
1890,CRAN,1
1890,DP24,1
1890,EDEM,1
1890,LTRK,0
1890,MO24,0
1890,MORT,0
1890,MUSC,0
1890,NC24,0
1890,NC__,0
1890,SKIN,0
1890,SM24,0
1890,TCHR,0
1890,TOT_MORT,0
1906,ALL_BUT_MORT,0
1906,ANY120,0
1906,ANY24,0
1906,AXIS,1
1906,BRN_,1
1906,CRAN,1
1906,DP24,0
1906,EDEM,1
1906,LTRK,1
1906,MO24,0
1906,MORT,0
1906,MUSC,1
1906,NC24,0
1906,NC__,0
1906,SKIN,0
1906,SM24,0
1906,TCHR,1
1906,TOT_MORT,0
1912,ALL_BUT_MORT,0
1912,ANY120,0
1912,ANY24,0
1912,AXIS,0
1912,BRN_,0
1912,CRAN,1
1912,DP24,0
1912,EDEM,0
1912,LTRK,0
1912,MO24,0
1912,MORT,0
1912,MUSC,0
1912,NC24,0
1912,NC__,0
1912,SKIN,0
1912,SM24,0
1912,TCHR,0
1912,TOT_MORT,0
1929,ALL_BUT_MORT,0
1929,ANY120,0
1929,ANY24,0
1929,AXIS,1
1929,BRN_,1
1929,CRAN,1
1929,DP24,0
1929,EDEM,1
1929,LTRK,1
1929,MO24,0
1929,MORT,0
1929,MUSC,1
1929,NC24,0
1929,NC__,0
1929,SKIN,1
1929,SM24,0
1929,TCHR,0
1929,TOT_MORT,0
1930,ALL_BUT_MORT,1
1930,ANY120,1
1930,ANY24,1
1930,AXIS,1
1930,BRN_,1
1930,CRAN,1
1930,DP24,0
1930,EDEM,1
1930,LTRK,1
1930,MO24,1
1930,MORT,1
1930,MUSC,1
1930,NC24,0
1930,NC__,1
1930,SKIN,0
1930,SM24,0
1930,TCHR,1
1930,TOT_MORT,1
1944,ALL_BUT_MORT,1
1944,ANY120,0
1944,ANY24,0
1944,AXIS,0
1944,BRN_,0
1944,CRAN,0
1944,DP24,0
1944,EDEM,0
1944,LTRK,0
1944,MO24,0
1944,MORT,0
1944,MUSC,0
1944,NC24,0
1944,NC__,1
1944,SKIN,0
1944,SM24,0
1944,TCHR,1
1944,TOT_MORT,0
1961,ALL_BUT_MORT,0
1961,ANY120,1
1961,ANY24,1
1961,AXIS,0
1961,BRN_,0
1961,CRAN,0
1961,DP24,1
1961,EDEM,0
1961,LTRK,0
1961,MO24,1
1961,MORT,1
1961,MUSC,0
1961,NC24,0
1961,NC__,0
1961,SKIN,0
1961,SM24,0
1961,TCHR,0
1961,TOT_MORT,1
1965,ALL_BUT_MORT,1
1965,ANY120,1
1965,ANY24,1
1965,AXIS,0
1965,BRN_,0
1965,CRAN,0
1965,DP24,1
1965,EDEM,1
1965,LTRK,0
1965,MO24,1
1965,MORT,1
1965,MUSC,0
1965,NC24,0
1965,NC__,0
1965,SKIN,0
1965,SM24,0
1965,TCHR,1
1965,TOT_MORT,1
1967,ALL_BUT_MORT,1
1967,ANY120,1
1967,ANY24,1
1967,AXIS,0
1967,BRN_,1
1967,CRAN,1
1967,DP24,1
1967,EDEM,1
1967,LTRK,0
1967,MO24,1
1967,MORT,0
1967,MUSC,0
1967,NC24,0
1967,NC__,0
1967,SKIN,0
1967,SM24,0
1967,TCHR,0
1967,TOT_MORT,1
1968,ALL_BUT_MORT,1
1968,ANY120,0
1968,ANY24,0
1968,AXIS,0
1968,BRN_,0
1968,CRAN,0
1968,DP24,0
1968,EDEM,0
1968,LTRK,0
1968,MO24,1
1968,MORT,0
1968,MUSC,0
1968,NC24,0
1968,NC__,0
1968,SKIN,0
1968,SM24,0
1968,TCHR,0
1968,TOT_MORT,0
1982,ALL_BUT_MORT,1
1982,ANY120,0
1982,ANY24,1
1982,AXIS,1
1982,BRN_,1
1982,CRAN,1
1982,DP24,0
1982,EDEM,1
1982,LTRK,1
1982,MO24,1
1982,MORT,0
1982,MUSC,1
1982,NC24,0
1982,NC__,0
1982,SKIN,0
1982,SM24,0
1982,TCHR,0
1982,TOT_MORT,0
2058,ALL_BUT_MORT,1
2058,ANY120,1
2058,ANY24,1
2058,AXIS,1
2058,BRN_,1
2058,CRAN,1
2058,DP24,1
2058,EDEM,1
2058,LTRK,1
2058,MO24,1
2058,MORT,1
2058,MUSC,0
2058,NC24,0
2058,NC__,0
2058,SKIN,0
2058,SM24,0
2058,TCHR,1
2058,TOT_MORT,1
2067,ALL_BUT_MORT,1
2067,ANY120,1
2067,ANY24,1
2067,AXIS,1
2067,BRN_,1
2067,CRAN,1
2067,DP24,0
2067,EDEM,0
2067,LTRK,1
2067,MO24,1
2067,MORT,0
2067,MUSC,0
2067,NC24,0
2067,NC__,0
2067,SKIN,0
2067,SM24,0
2067,TCHR,0
2067,TOT_MORT,1
2098,ALL_BUT_MORT,0
2098,ANY120,0
2098,ANY24,0
2098,AXIS,0
2098,BRN_,0
2098,CRAN,0
2098,DP24,0
2098,EDEM,0
2098,LTRK,0
2098,MO24,0
2098,MORT,0
2098,MUSC,0
2098,NC24,0
2098,NC__,0
2098,SKIN,0
2098,SM24,0
2098,TCHR,0
2098,TOT_MORT,0
2103,ALL_BUT_MORT,1
2103,ANY120,1
2103,ANY24,1
2103,AXIS,1
2103,BRN_,1
2103,CRAN,1
2103,DP24,1
2103,EDEM,1
2103,LTRK,1
2103,MO24,0
2103,MORT,1
2103,MUSC,0
2103,NC24,0
2103,NC__,1
2103,SKIN,0
2103,SM24,1
2103,TCHR,1
2103,TOT_MORT,1
2104,ALL_BUT_MORT,1
2104,ANY120,1
2104,ANY24,1
2104,AXIS,1
2104,BRN_,1
2104,CRAN,1
2104,DP24,1
2104,EDEM,1
2104,LTRK,1
2104,MO24,1
2104,MORT,0
2104,MUSC,1
2104,NC24,0
2104,NC__,0
2104,SKIN,0
2104,SM24,0
2104,TCHR,1
2104,TOT_MORT,0
